1.800000000000000044e+00	1.100000000000000089e+00	1.414213562373095034e-01
1.800000000000000044e+00	1.200000000000000178e+00	1.414213562373095034e-01
1.800000000000000044e+00	1.300000000000000044e+00	1.414213562373095034e-01
1.800000000000000044e+00	1.400000000000000133e+00	1.414213562373095034e-01
1.800000000000000044e+00	1.500000000000000000e+00	1.414213562373095034e-01
1.800000000000000044e+00	1.600000000000000089e+00	1.414213562373095034e-01
1.800000000000000044e+00	1.700000000000000178e+00	1.414213562373095034e-01
1.800000000000000044e+00	1.800000000000000044e+00	1.414213562373095034e-01
1.800000000000000044e+00	1.899999999999999911e+00	1.414213562373095034e-01
1.800000000000000044e+00	2.000000000000000000e+00	1.414213562373095034e-01
