9.191628574517725525e+00	7.610071765758033457e+00
1.085546881081244130e+01	1.130480497502277615e+01
1.204187034617681640e+01	9.661374523522022528e+00
6.466918748628204483e+00	1.438712371978160220e+01
8.839815231070641488e+00	1.109988165646800518e+01
7.772734385762026577e+00	1.157870250970061932e+01
7.654064165123500629e+00	1.274248414336614665e+01
1.120931838300766437e+01	7.813352220538802406e+00
7.535674278236989210e+00	1.390748199244710115e+01
9.076643278862846387e+00	8.773281465634731546e+00
1.002530436390957114e+01	9.457241039004024685e+00
1.109185484665256105e+01	8.977282394567859924e+00
9.309008828897882282e+00	6.445296070441408176e+00
9.788384708035190229e+00	1.178418873370731035e+01
8.721261578390036462e+00	1.226337838913656952e+01
1.132702346959369599e+01	6.648529958369233661e+00
6.941464711183346736e+00	9.729069195185742203e+00
6.823089528403638582e+00	1.089368543877592543e+01
1.037694349919607717e+01	5.964320419110791249e+00
1.192367675061949228e+01	1.082554158504714437e+01
7.891326805664606425e+00	1.041496057973033196e+01
1.025967273742268659e+01	7.129883641331075772e+00
1.073769861489909516e+01	1.246953578425221032e+01
1.180566401558841605e+01	1.199018684440192750e+01
9.906855861401542285e+00	1.062067254239476810e+01
6.704406099660606522e+00	1.205764590592024454e+01
9.670390230144228383e+00	1.294892141663345519e+01
8.603099078207046446e+00	1.342817968700046904e+01
1.227743080765199757e+01	7.332273670368358864e+00
8.958283567000584924e+00	9.936639248797071389e+00
1.215965699216403273e+01	8.497093399435627248e+00
1.097385175338363261e+01	1.014111735724142171e+01
8.009439805512872823e+00	9.249945839520814062e+00
6.585616066671955871e+00	1.322170232715649973e+01
1.014297989972244807e+01	8.293406912990880286e+00
