6.023869944388511755e+00	4.528081793715864833e+00	1.000000000000000000e+00
4.905454693981164738e+00	1.152530359250465608e+01	1.000000000000000000e+00
7.404758124293175037e+00	3.875476575896358966e+00	1.000000000000000000e+00
7.425742806419911801e+00	4.839991790067800892e+00	1.000000000000000000e+00
3.210044751385733530e+00	7.533135494188607062e+00	1.000000000000000000e+00
3.268328082347630392e+00	3.917665362665231576e+00	1.000000000000000000e+00
7.960866071763697427e+00	5.691968898216608785e+00	1.000000000000000000e+00
5.771625891642239381e+00	1.041506062180428671e+01	1.000000000000000000e+00
4.692318939887149654e+00	6.035402051866016748e-01	1.000000000000000000e+00
9.345811207076149429e+00	6.039259551172171392e+00	1.000000000000000000e+00
2.666375406350409705e+00	6.687273734838183437e+00	1.000000000000000000e+00
1.607354746786792532e+01	2.980793255806095221e+00	1.000000000000000000e+00
9.887727432051805820e+00	6.865830371884943162e+00	1.000000000000000000e+00
3.944283589343947405e+00	1.056298350924918594e+01	1.000000000000000000e+00
1.800202441338060311e+01	1.610719917277353197e+00	1.000000000000000000e+00
5.182829067914257237e+00	5.057345191668553674e+00	1.000000000000000000e+00
1.885478042144125066e+00	3.618017805106050755e+00	1.000000000000000000e+00
4.342056599505863979e+00	5.597040152748192554e+00	1.000000000000000000e+00
6.248866749575787694e+00	6.732435752227327264e+00	1.000000000000000000e+00
3.026476525477012736e+00	1.698986180129979484e+00	1.000000000000000000e+00
6.453504661516582530e+00	3.679428775646353511e+00	1.000000000000000000e+00
7.092346529982007652e+00	6.183860752742138089e+00	1.000000000000000000e+00
1.284248279765921597e+00	6.385035363531375907e+00	1.000000000000000000e+00
1.428117052256689234e+01	1.630713580145670472e+00	1.000000000000000000e+00
9.085439613543856652e+00	7.388983208335507591e+00	1.000000000000000000e+00
4.262445596974211881e+00	9.203361704472841964e+00	1.000000000000000000e+00
2.423240293391586420e+00	4.459052011600823207e+00	1.000000000000000000e+00
8.492834287715522734e+00	6.610777421967306111e+00	1.000000000000000000e+00
1.707915107840714342e+01	1.998468757021502062e+00	1.000000000000000000e+00
8.432913379456953962e+00	3.879372541060309931e+00	1.000000000000000000e+00
4.043793526055067922e+00	6.977407354918119253e+00	1.000000000000000000e+00
3.859794224397524065e+00	1.155248156424792061e+00	1.000000000000000000e+00
1.517006702687234920e+01	3.409706405761274262e+00	1.000000000000000000e+00
4.882243125743186418e+00	6.432605279700736922e+00	1.000000000000000000e+00
3.781388120314037149e+00	8.364389419649230106e+00	1.000000000000000000e+00
1.433228821864074654e+01	6.345735032923460750e-01	1.000000000000000000e+00
7.619842388956135970e+00	6.999693224276332337e+00	1.000000000000000000e+00
4.584823819163827530e+00	7.810869213082050067e+00	1.000000000000000000e+00
2.963184105412353553e+00	5.300295272405023184e+00	1.000000000000000000e+00
7.644982891119123991e+00	7.932186569561499923e+00	1.000000000000000000e+00
2.928395503161967728e+00	1.054212015863341101e+01	1.000000000000000000e+00
4.646071322644816703e+00	4.218998663521460912e+00	1.000000000000000000e+00
1.069613808845394942e+01	7.372650280401233935e+00	1.000000000000000000e+00
2.042974183379900666e+00	9.450594014533985288e+00	1.000000000000000000e+00
6.594977085599523114e+00	2.727974742807099506e+00	1.000000000000000000e+00
5.453685415071627851e+00	8.228468848356001786e+00	1.000000000000000000e+00
3.442713606227100875e+00	9.722261035480331159e+00	1.000000000000000000e+00
4.983290882291788293e+00	2.845660273436792842e+00	1.000000000000000000e+00
5.727363508286134497e+00	5.887833455584194020e+00	1.000000000000000000e+00
7.411394388904030128e-01	5.544007049031576706e+00	1.000000000000000000e+00
2.187595056514494374e+00	2.236679556628447418e+00	1.000000000000000000e+00
8.542882293901964630e+00	8.165038514375279277e+00	1.000000000000000000e+00
2.371961203832464449e+00	8.072212725266970423e+00	1.000000000000000000e+00
4.409509493174253336e+00	1.998227739412223869e+00	1.000000000000000000e+00
9.339754695094706349e+00	9.270562420582747265e+00	1.000000000000000000e+00
9.822431355750821380e-01	7.764207925832467438e+00	1.000000000000000000e+00
6.579272487141325954e+00	5.321036577996434147e+00	1.000000000000000000e+00
1.166591161784220709e+01	7.500878492719084356e+00	1.000000000000000000e+00
3.497811223526560376e+00	1.186755636267844416e+01	1.000000000000000000e+00
3.502428516392374735e+00	6.141165999567662404e+00	1.000000000000000000e+00
6.400507714725915065e+00	8.491082013009188856e+00	1.000000000000000000e+00
1.581916306676684147e+00	5.000876995678621206e+00	1.000000000000000000e+00
7.574591299631707741e+00	2.845521857818615441e+00	1.000000000000000000e+00
6.753163564312072431e+00	7.566492123465852870e+00	1.000000000000000000e+00
2.124836823713676548e+00	5.843648871797672228e+00	1.000000000000000000e+00
1.344912987310719066e+00	2.776904696274350215e+00	1.000000000000000000e+00
8.358987140282408745e+00	9.149908557463707126e+00	1.000000000000000000e+00
2.892374363716701424e+00	8.923709425176420851e+00	1.000000000000000000e+00
3.575806897100855863e+00	2.540161102932431358e+00	1.000000000000000000e+00
9.487121028448914473e+00	8.270547228262406847e+00	1.000000000000000000e+00
1.518088166089481161e+00	8.604156202866276359e+00	1.000000000000000000e+00
5.486322925783743365e+00	3.683064378895687163e+00	1.000000000000000000e+00
1.042483248026102238e+01	8.269811368058219259e+00	1.000000000000000000e+00
1.045129841336155607e+01	1.018882512581790856e+01	1.000000000000000000e+00
8.816656561014632132e+00	5.207575691867574186e+00	1.000000000000000000e+00
5.424133128685945771e+00	7.267867075322562265e+00	1.000000000000000000e+00
1.827181976283670961e+00	7.227460262659398005e+00	1.000000000000000000e+00
3.803686319913353486e+00	4.757917902114378705e+00	1.000000000000000000e+00
7.069290097187702848e+00	9.799334954377316720e+00	1.000000000000000000e+00
2.730490557333359991e+00	3.078224411093882562e+00	1.000000000000000000e+00
5.239974838755779629e+00	1.438582572772027390e+00	1.000000000000000000e+00
8.049950814207821992e+00	1.007828343091546230e+01	1.000000000000000000e+00
1.075283739624032897e+01	6.378872746112104863e+00	1.000000000000000000e+00
1.474701030888564901e+01	2.504965144483203510e+00	1.000000000000000000e+00
1.032572806726241588e+01	9.233669139920422708e+00	1.000000000000000000e+00
4.364016115795784856e+00	1.236121043121373297e+01	1.000000000000000000e+00
1.564882277966414215e+01	2.067710899795029977e+00	1.000000000000000000e+00
1.121739658175356524e+01	8.841210000301003902e+00	1.000000000000000000e+00
4.819254750418571653e+00	1.007353189328678056e+01	1.000000000000000000e+00
5.764252286064241559e+00	2.274945483574686289e+00	1.000000000000000000e+00
5.198049123174914854e+00	9.149705275431903928e+00	1.000000000000000000e+00
1.867831872063936061e+01	8.877126795558673678e+00	1.000000000000000000e+00
4.116380173441152479e+00	3.375655489906267182e+00	1.000000000000000000e+00
6.123504983263336143e+00	9.477884727904033468e+00	1.000000000000000000e+00
1.770230591276751042e+01	8.650719862972295005e+00	1.000000000000000000e+00
1.668166570482269861e+01	1.084529584832265137e+00	1.000000000000000000e+00
7.354473177477220958e+00	8.860421381011173381e+00	1.000000000000000000e+00
5.754394253897836542e+00	1.266165636655748727e+01	1.000000000000000000e+00
1.533021977153292248e+01	6.819765765289861337e-01	1.000000000000000000e+00
9.409104425206315625e+00	1.025208849280757484e+01	1.000000000000000000e+00
