1.856504557465258287e+01	-2.145330401812426402e+01
-3.047426530937478617e+00	3.390253033249178571e+01
1.358597431244517262e+00	3.064696176393190896e+01
1.622868805944951376e+01	-2.317467497710160274e+01
2.166457518438276608e+00	3.432394188971534277e+01
1.962918986983844594e+00	2.978011010409921155e+01
2.754887189972281991e+00	3.346147736267418082e+01
-1.319569648460350493e+02	1.059376248686944990e+02
4.378807878900746964e+00	3.265074746062986577e+01
2.807253460994770577e+01	-1.111815961570128408e+01
1.550142661311822856e+01	-2.167746319912735942e+01
2.280517393649981628e+00	3.253147817095445760e+01
-2.461507270238249667e+00	3.303104382853246079e+01
3.872394140759809034e+01	2.677436067890150895e+01
3.933929258804849383e+01	3.879898271907268281e+01
5.548400309124918994e-01	-1.605822426613251253e+01
3.872648463039165279e+01	3.794840613359567527e+01
1.737000998372191773e+01	-1.972049657675093570e+01
5.465906373487096204e+01	2.055693713923646371e+01
1.631553350247461509e+01	-1.980390738638729431e+01
-5.066662253186476761e+01	-4.201361326635343119e+01
3.878839751471719666e+01	2.572945699180354140e+01
1.812765425363221716e+00	3.159338045892120661e+01
3.898786431535978636e+01	3.519874467242278371e+01
4.479978582162646106e+00	3.084113971579657942e+01
2.626381779221274115e+01	-1.131470288828655590e+01
3.854518199707085557e+01	3.614685141174782501e+01
1.605444473517487758e+00	-1.609395411951563659e+01
-3.372687472680992471e+01	-1.257984362991915361e+02
5.565635118646504509e+01	2.086419779909925509e+01
3.966667996061143953e+01	2.630514129391953304e+01
2.711271755880483170e+01	-1.069177573234693668e+01
5.365417714400679472e+01	2.025307392106929427e+01
1.901598787591914430e+01	-2.050554062471221428e+01
2.397426217975179075e+00	3.072535496363105167e+01
3.790799993722280448e+01	2.516306229051838272e+01
5.389131910506768719e+01	2.127725640576896282e+01
1.753120473682637481e+01	-2.154395543808999136e+01
-1.142453267166439607e-01	2.958472811302442196e+01
-2.927409313660122248e+00	3.208829659673290990e+01
3.993405934827932047e+00	2.990551054663272978e+01
7.669484984096526237e-01	3.151528556475732401e+01
2.615118019895437129e+01	-1.026935795156479436e+01
1.533702101295589060e+01	-2.265361649993931081e+01
5.641021795693442442e+01	2.013847011196454417e+01
3.084453534519292717e+00	-1.886260886800820913e+01
-3.511689437025834692e+00	3.295906866459682760e+01
-1.763896758104295026e+00	3.034509014886293699e+01
3.915895483606768579e+01	3.699046945073301629e+01
1.046168736654595532e+00	-1.698619915626995436e+01
2.195340874399099462e+01	4.246746269956280884e+01
3.148837771737438840e-01	3.055686858630625835e+01
3.884413272962086694e+01	2.468079797464096714e+01
3.793852623487354236e+01	3.529027546835777684e+01
1.693245451567452164e+01	-2.066649744201188454e+01
2.627925469441369621e+00	3.526822072965383370e+01
4.038503095901328521e+01	3.869166098440841495e+01
-5.159342565554964466e+01	-4.250986967717206966e+01
-1.506839286884997762e+02	1.118984111625403344e+00
-2.344524325656911934e+00	3.121779332997661882e+01
1.535858932250085074e+00	-1.791187904316331725e+01
-1.163228729299305098e+00	2.947870024317667159e+01
3.750065716946046024e+01	3.624641661634544931e+01
9.205430488922312637e-01	2.969791738256188296e+01
1.797112972378647200e+01	-2.058696315594679049e+01
-7.220552322801876421e-01	3.042630506195270002e+01
5.489401774642992393e+01	2.158368788625763912e+01
1.704929380739971023e+01	-2.249579205014916994e+01
2.722400404282752717e+01	-1.173881981223730797e+01
1.525327594206872206e+01	-1.994099752953718507e+01
-4.977546229679742851e+01	-4.257134786858871678e+01
3.801945105974190664e+00	3.352786067205486376e+01
5.666324683299828280e+01	2.116091090934111563e+01
1.451726801012007328e+01	-2.197065462090194998e+01
1.482204611366307923e+01	-2.092003921721017790e+01
1.356740647868366878e+01	-2.239396663919839270e+01
1.526986031171667157e+01	-2.367397185156835349e+01
3.972472824396292168e+01	2.525531116968058143e+01
5.590038794229212016e+01	2.188472640491698229e+01
1.589101110649739645e+01	-2.074909768181220926e+01
-5.070226476726992360e+01	-4.306760685500802310e+01
1.650645317604237050e+01	-2.160952189586258143e+01
3.977209304719647776e+01	3.783910813073102020e+01
2.034170387844978833e+00	-1.883657469881918445e+01
3.811138991214465932e+01	3.710100003600563667e+01
4.134341201110584230e+00	-1.887871414686191684e+01
1.439277975884988869e+01	-2.304357465710970487e+01
-1.879075059812278514e+00	3.216115636603871764e+01
2.583293879822014638e+00	-1.794250218040265565e+01
1.961019341603674349e+01	-2.137464244502103483e+01
3.431619428423410501e+00	3.078616020552779275e+01
3.330213274988298000e+00	3.259138293151659127e+01
1.758508330608683679e+01	-3.820009344628360282e+01
2.096573718943604003e+00	-1.701992049317577482e+01
2.859352141923968027e+00	3.166104487401664258e+01
3.219055119537416410e+00	3.440050095548242126e+01
3.905362486496927854e+00	3.171773784415355024e+01
-1.297005967905789037e+00	3.129234760617080724e+01
1.914638519645646042e+01	-2.232176434245541330e+01
3.627652113079439911e+00	-1.795786762720423724e+01
