1.180263619630366811e+01	1.396119794814557835e+01
1.645472674283354308e+01	1.131071697099183915e+01
1.105575694931548369e+01	1.327107101637300879e+01
1.304479792235118474e+01	5.933032145223970488e+00
9.971356710682742985e+00	7.133413623670160852e+00
1.673594979009123307e+01	1.353618990022703272e+01
6.268522676286910844e+00	9.826722891319219499e+00
9.432096816345879375e+00	6.323847592110719340e+00
1.038909711237906208e+01	1.404043711930425253e+01
1.062038322422997361e+01	9.942972421633321289e+00
1.205158083909674183e+01	5.797718701415637277e+00
8.323033429631811586e+00	1.496392825993623710e+01
9.704843293960859540e+00	9.684553833877163953e+00
1.528579801531268956e+01	1.319504385504500199e+01
6.454486266348413714e+00	8.381580413741112068e+00
1.246070986470767394e+01	1.321373359277075465e+01
1.479061681432532716e+01	1.539850180394803125e+01
7.637270179963254080e+00	1.163601024219350499e+01
1.272578900028039506e+01	7.848630239217645688e+00
1.631972029294513504e+01	1.036203182262783251e+01
1.125437752725985519e+01	1.613989749606759005e+01
1.548819479849180425e+01	1.412866552628402950e+01
1.175284066303845520e+01	7.751769050368665148e+00
1.260370017989277258e+01	1.464960651302135908e+01
9.511418671479386688e+00	1.200959538038645924e+01
1.192119212113264837e+01	1.538970289780918677e+01
1.257151056352299889e+01	1.079023937859409799e+01
1.183197390507698898e+01	6.739313937688472755e+00
1.426365410135452017e+01	6.743563921040657050e+00
7.292601770540160011e+00	8.869357459611965311e+00
1.538757998773449742e+01	1.024118237861480374e+01
1.155452383437526720e+01	9.716924002572953967e+00
1.562424953756232249e+01	1.178886710598475496e+01
1.237486846783221850e+01	1.176023655426547698e+01
8.892779650576063233e+00	1.278304391847977683e+01
1.498139829445522153e+01	1.108349367982827616e+01
8.765515517263537504e+00	8.666646827235688022e+00
1.072247371852470899e+01	5.719831048237097093e+00
7.947774389112918669e+00	8.200591932895916258e+00
1.065588788726204150e+01	8.571739796733201189e+00
8.464296753850433674e+00	7.320743355411876152e+00
9.643022984177749279e+00	1.340619909273424248e+01
1.077395045968884624e+01	7.636105882443057880e+00
6.657355727551955482e+00	1.179298629432932444e+01
1.610690629008146857e+01	8.934646594840119249e+00
1.699951817363404416e+01	1.214437488624703931e+01
6.940081221911554188e+00	1.272047200222144880e+01
1.418532663923019044e+01	1.164344946135489955e+01
9.552966802855408446e+00	4.884111657969279818e+00
5.683648037966320565e+00	1.191219695416157620e+01
1.099172561911912993e+01	1.184795296517879137e+01
1.163517253765463977e+01	1.107759084472676747e+01
1.502431692612903547e+01	7.936343861254849585e+00
9.732764920108589735e+00	1.481823302640332862e+01
1.336980168850161199e+01	1.291177328158473259e+01
1.178770780389026918e+01	1.252055702396267201e+01
1.334449892184533759e+01	1.532829136880974197e+01
1.084952956890559861e+01	6.666710839914864017e+00
1.049711834156589596e+01	1.547675457422795375e+01
1.317628065596117182e+01	1.387814367432422813e+01
7.900532757078380541e+00	1.257482598374640048e+01
8.931578470221444022e+00	1.417692967067654308e+01
1.162600963332033288e+01	8.754315994342341867e+00
9.836749998849386500e+00	1.624786164548499201e+01
9.772899909740949909e+00	1.112217856246697067e+01
7.400782480959049892e+00	1.398479982521716458e+01
6.132900594361468727e+00	1.324736346057581571e+01
1.198049508207102676e+01	4.844185117261414320e+00
1.335725609220116716e+01	9.496419185379409100e+00
1.430239975624656701e+01	1.316948406678675809e+01
1.267745216037077327e+01	1.607307514300538642e+01
1.426392316459206633e+01	9.217903399792351848e+00
1.350188291529734208e+01	1.097729416329598884e+01
8.565763118441999779e+00	1.190361750774805039e+01
9.730676888813757586e+00	8.699976572631351601e+00
8.374888585685704712e+00	1.100722416479379895e+01
1.099568284499057746e+01	4.773267704346092266e+00
1.272327372180746075e+01	8.801572256253514581e+00
8.224054473828228851e+00	1.348114285865611528e+01
8.634220576182926266e+00	9.604451140331848435e+00
9.082210487042770453e+00	1.559992789201313812e+01
1.521137281190487833e+01	9.310475550977161063e+00
1.360165084441392658e+01	7.450324267191936300e+00
1.410341265686010104e+01	1.413945702302279273e+01
6.555457087708120412e+00	1.076154491905275457e+01
1.478925616203761173e+01	1.236138144674422357e+01
1.410828658305941907e+01	8.266636988180589896e+00
7.701472531014926126e+00	9.719788038316316658e+00
1.330230850675726550e+01	1.198544186792532429e+01
1.615420466074857941e+01	1.273047728554796976e+01
7.453535337020420037e+00	7.368095772335586879e+00
7.517580866031844167e+00	1.064613541332122182e+01
9.120933436111211989e+00	1.044479416911515202e+01
1.249940367001652497e+01	9.855909792056669616e+00
1.032056682433525907e+01	1.255779231336723356e+01
1.067353430815420801e+01	1.090897183294035067e+01
9.319958876138224824e+00	7.828343480229945861e+00
1.282488686551154977e+01	6.877407483960543466e+00
1.115709911297150292e+01	1.471348726040899280e+01
1.400011917529856653e+01	1.017584372273279136e+01
