1.908006774256360005e+00	4.358695317055879315e+00
3.817374117252004151e+00	2.271042778380389038e+00
3.396521615527218430e+00	3.255709293386817027e+00
2.757148670240674448e+00	2.399039681705164462e+00
1.270506544400659577e+00	3.500651613281607233e+00
2.124498782077466341e+00	1.538691497663315477e+00
2.546139530240341120e+00	5.217422545576697601e+00
2.971541413403826049e+00	4.235801655572122293e+00
1.694966462399569274e+00	2.519634037219979916e+00
2.333479277053799539e+00	3.378185512390293077e+00
