1.000000000000000000e+01	3.059040518978709429e+02
1.200000000000000000e+01	1.260148032340527919e+02
1.600000000000000000e+01	9.033602673139732531e+01
2.000000000000000000e+01	1.062963777019058824e+02
2.600000000000000000e+01	4.775159139641922224e+01
3.300000000000000000e+01	3.879765914977328833e+01
4.200000000000000000e+01	4.740212897675250048e+01
5.400000000000000000e+01	2.185390279873091757e+01
6.900000000000000000e+01	3.367645760757165618e+01
8.800000000000000000e+01	7.773257671685346537e+00
1.120000000000000000e+02	5.160759865411161940e+00
1.430000000000000000e+02	3.756209133355105312e+00
1.830000000000000000e+02	3.857401694140440096e+00
2.330000000000000000e+02	4.138698108275572274e+00
2.970000000000000000e+02	3.631245754702984385e+00
3.790000000000000000e+02	3.162434286952766627e+00
4.830000000000000000e+02	3.283998052805663814e+00
6.150000000000000000e+02	3.062039593195247544e+00
7.840000000000000000e+02	3.189831877573130026e+00
1.000000000000000000e+03	3.010779003947387622e+00
