3.931962435087010590e+02	1.205372030604747380e+02	1.434950474289708779e+02	3.322692825627442517e+02	3.655830701515516239e+02	0.000000000000000000e+00	2.984138175210763393e+02	0.000000000000000000e+00	3.758269462504158014e+02	3.543398134283737022e+02	0.000000000000000000e+00	0.000000000000000000e+00	4.064880833371084918e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.868708844671724592e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.141452297155857423e+02	6.140066124278693849e+01	1.343438534397368755e+02	2.339191413876872616e+02	3.012316592366918258e+02	0.000000000000000000e+00	2.736962774198917714e+02	0.000000000000000000e+00	2.827250719102538028e+02	2.708953041600226470e+02	0.000000000000000000e+00	0.000000000000000000e+00	2.509931675635526460e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.656318556675033733e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2.007885774076594885e+02	6.270699392348723222e+01	1.155415478338576065e+02	1.319921246493766489e+02	1.861896182735125080e+02	0.000000000000000000e+00	1.067704808251332054e+02	0.000000000000000000e+00	1.967169186413709383e+02	1.605567410853771833e+02	0.000000000000000000e+00	0.000000000000000000e+00	1.991881380607366623e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.725851288870348696e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.940018485538564619e+02	5.823641794857758214e+01	6.558397969099198122e+01	1.274089281865324494e+02	1.276039156999547259e+02	0.000000000000000000e+00	8.601975290045270128e+01	0.000000000000000000e+00	1.483466240172459436e+02	1.033823278314214775e+02	0.000000000000000000e+00	0.000000000000000000e+00	1.802838828685525527e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.293634426621823366e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.368112426582593457e+02	3.778669989729183243e+01	5.148416256293728566e+01	7.123335329523105486e+01	1.523793158740248259e+02	0.000000000000000000e+00	7.768056072148074520e+01	0.000000000000000000e+00	1.780189676932412226e+02	7.710915597193823601e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.402239243771174131e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.074981608844587697e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.765639133433573704e+01	3.516558494523389555e+01	3.120558145489393809e+01	5.767226769614385518e+01	8.021783868489463032e+01	0.000000000000000000e+00	7.694423965954641176e+01	0.000000000000000000e+00	7.781056362502144452e+01	5.939237618390060192e+01	0.000000000000000000e+00	0.000000000000000000e+00	9.359602937696955394e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.118970695949683858e+02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.917910744250879418e+01	2.792514389423614674e+01	3.002782169362561859e+01	6.062176553587412542e+01	6.876458573490690185e+01	0.000000000000000000e+00	5.042010176010101929e+01	0.000000000000000000e+00	7.141211951460543617e+01	7.078612380451497188e+01	0.000000000000000000e+00	0.000000000000000000e+00	8.028579036788570988e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.969459061429486013e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7.345182080030465954e+01	8.050289924999876945e+00	3.073507378462904782e+01	4.725219421202982772e+01	6.944762184748938694e+01	0.000000000000000000e+00	5.150082664321067938e+01	0.000000000000000000e+00	7.778227001308327715e+01	4.311495625461883918e+01	0.000000000000000000e+00	0.000000000000000000e+00	7.028933179752144156e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.762388720176087986e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.094799555939941627e+01	5.129049402150956283e+00	2.197920756737504533e+01	2.774549457623496806e+01	4.423836372714016107e+01	0.000000000000000000e+00	3.481995890252672154e+01	0.000000000000000000e+00	5.293104929909522127e+01	4.078914251413422676e+01	0.000000000000000000e+00	0.000000000000000000e+00	5.118168077578128106e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.342651318785262049e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.681782503845828813e+01	4.114381320354075555e+00	6.009869358990171051e+00	2.726619087824528975e+01	4.251112582223905889e+01	0.000000000000000000e+00	3.229184652856643112e+01	0.000000000000000000e+00	4.568083452386706256e+01	2.548878755138875718e+01	0.000000000000000000e+00	0.000000000000000000e+00	4.327748595807325671e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.174939912009688214e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.459891138976851011e+01	3.728336542895129391e+00	4.660006866428050287e+00	2.220567308541956919e+01	3.256626114079499246e+01	0.000000000000000000e+00	2.326389636860212562e+01	0.000000000000000000e+00	2.996103127448245118e+01	1.957753606594424056e+01	0.000000000000000000e+00	0.000000000000000000e+00	3.012920122276857526e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.344896377367511064e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.991013853856390980e+01	3.274633668278199572e+00	3.391111585249963589e+00	8.471658925911494720e+00	2.219676001761143169e+01	0.000000000000000000e+00	7.710137077139289197e+00	0.000000000000000000e+00	2.083605204295829694e+01	1.128973944945411745e+01	0.000000000000000000e+00	0.000000000000000000e+00	1.912580349678854574e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.888964227852932609e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.315975698270980132e+01	3.728777273290352579e+00	3.951419331950026592e+00	5.245612979249491659e+00	5.664006721163912061e+01	0.000000000000000000e+00	5.360433069625935687e+00	0.000000000000000000e+00	3.396761029618454586e+01	4.412461791968455671e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.168053035607189116e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.407427682739978536e+01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6.486277224615316861e+00	3.214346977540555095e+00	3.176643866294730945e+00	3.502804128038063514e+00	6.347472367935547588e+00	0.000000000000000000e+00	3.623879170285686513e+00	0.000000000000000000e+00	8.408555223806091661e+00	3.670662193479192759e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.590187927532463519e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.609680162839261186e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
